-0.287157 	 -5.898762	-0.308398 	 -5.885578	-0.329658 	 -5.872424	-0.350945 	 -5.859315	-0.372095 	 -5.845984	-0.393271 	 -5.832698	-0.414494 	 -5.819484	-0.435764 	 -5.806346	-0.456987 	 -5.793133	-0.478325 	 -5.780106	
-0.287157 	 -5.898762	-0.308398 	 -5.885578	-0.329658 	 -5.872424	-0.350945 	 -5.859315	-0.372095 	 -5.845984	-0.393271 	 -5.832698	-0.414494 	 -5.819484	-0.435764 	 -5.806346	-0.456987 	 -5.793133	-0.478325 	 -5.780106	
-0.292974 	 -5.802526	-0.314387 	 -5.789622	-0.335825 	 -5.776762	-0.357285 	 -5.763937	-0.378743 	 -5.751108	-0.400101 	 -5.738116	-0.421518 	 -5.725219	-0.442989 	 -5.712414	-0.464429 	 -5.699556	-0.485991 	 -5.686903	
-0.292974 	 -5.802526	-0.314387 	 -5.789622	-0.335825 	 -5.776762	-0.357285 	 -5.763937	-0.378743 	 -5.751108	-0.400101 	 -5.738116	-0.421518 	 -5.725219	-0.442989 	 -5.712414	-0.464429 	 -5.699556	-0.485991 	 -5.686903	
-0.283931 	 -5.702578	-0.305212 	 -5.689459	-0.326511 	 -5.676368	-0.347840 	 -5.663327	-0.369163 	 -5.650277	-0.390382 	 -5.637056	-0.411645 	 -5.623908	-0.432958 	 -5.610841	-0.454210 	 -5.597673	-0.475581 	 -5.584702	
-0.283931 	 -5.702578	-0.305212 	 -5.689459	-0.326511 	 -5.676368	-0.347840 	 -5.663327	-0.369163 	 -5.650277	-0.390382 	 -5.637056	-0.411645 	 -5.623908	-0.432958 	 -5.610841	-0.454210 	 -5.597673	-0.475581 	 -5.584702	
-0.337236 	 -5.669749	-0.359199 	 -5.657807	-0.380954 	 -5.645489	-0.402746 	 -5.633239	-0.424546 	 -5.621000	-0.446361 	 -5.608789	-0.468094 	 -5.596434	-0.489899 	 -5.584205	-0.511883 	 -5.572300	-0.534095 	 -5.560828	
-0.337236 	 -5.669749	-0.359199 	 -5.657807	-0.380954 	 -5.645489	-0.402746 	 -5.633239	-0.424546 	 -5.621000	-0.446361 	 -5.608789	-0.468094 	 -5.596434	-0.489899 	 -5.584205	-0.511883 	 -5.572300	-0.534095 	 -5.560828	
-0.437198 	 -5.568281	-0.459125 	 -5.556270	-0.480846 	 -5.543893	-0.502605 	 -5.531582	-0.524370 	 -5.519282	-0.546148 	 -5.507006	-0.567848 	 -5.494592	-0.589617 	 -5.482300	-0.611559 	 -5.470319	-0.633724 	 -5.458755	
-0.437198 	 -5.568281	-0.459125 	 -5.556270	-0.480846 	 -5.543893	-0.502605 	 -5.531582	-0.524370 	 -5.519282	-0.546148 	 -5.507006	-0.567848 	 -5.494592	-0.589617 	 -5.482300	-0.611559 	 -5.470319	-0.633724 	 -5.458755	
