8675 	 86.750000	 0.370639
2091 	 20.910000	 0.156617
2805 	 28.050000	 0.093546
8075 	 80.750000	 0.358156
1858 	 18.580000	 0.002899
0 	 0.000000	 -nan
6293 	 62.930000	 0.190351
5593 	 55.930000	 0.523264
0 	 0.000000	 -nan
14819 	 148.190000	 0.046404
2722 	 27.220000	 0.767282
5389 	 53.890000	 0.854181
14059 	 140.590000	 0.052990
14416 	 144.160000	 0.001945
0 	 0.000000	 -nan
2907 	 29.070000	 0.650524
2956 	 29.560000	 0.654687
2076 	 20.760000	 0.149452
5285 	 52.850000	 0.209564
3153 	 31.530000	 0.544335
4535 	 45.350000	 0.330435
576 	 5.760000	 0.448331
3389 	 33.890000	 0.003739
496 	 4.960000	 0.002175
3968 	 39.680000	 0.109316
2061 	 20.610000	 0.650505
1346 	 13.460000	 0.385831
6676 	 66.760000	 0.143394
3180 	 31.800000	 0.192561
2064 	 20.640000	 0.549304
0 	 0.000000	 -nan
1727 	 17.270000	 0.612305
1391 	 13.910000	 0.634160
388 	 3.880000	 0.638998
1635 	 16.350000	 0.784035
621 	 6.210000	 0.618655
455 	 4.550000	 0.639564
1561 	 15.610000	 0.683650
1977 	 19.770000	 0.586946
1410 	 14.100000	 0.615117
588 	 5.880000	 0.650537
646 	 6.460000	 0.650852
1371 	 13.710000	 0.658546
2587 	 25.870000	 0.088232
2236 	 22.360000	 0.125069
1910 	 19.100000	 0.431035
1969 	 19.690000	 0.440958
4218 	 42.180000	 0.084671
9381 	 93.810000	 0.051335
1754 	 17.540000	 0.430730
2819 	 28.190000	 0.118276
0 	 0.000000	 -nan
797 	 7.970000	 0.286824
2512 	 25.120000	 0.001608
561 	 5.610000	 0.000000
440 	 4.400000	 0.000059
1837 	 18.370000	 0.267351
2440 	 24.400000	 0.145205
1639 	 16.390000	 0.222225
2307 	 23.070000	 0.182360
1587 	 15.870000	 0.169410
1041 	 10.410000	 0.193903
1818 	 18.180000	 0.093939
1311 	 13.110000	 0.411099
2338 	 23.380000	 0.236099
1934 	 19.340000	 0.417790
1518 	 15.180000	 0.521907
1987 	 19.870000	 0.411097
1761 	 17.610000	 0.463196
3665 	 36.650000	 0.173817
1292 	 12.920000	 0.505775
1876 	 18.760000	 0.526436
1212 	 12.120000	 0.499269
1072 	 10.720000	 0.537958
976 	 9.760000	 0.632668
1617 	 16.170000	 0.489991
1343 	 13.430000	 0.167673
2230 	 22.300000	 0.592720
1690 	 16.900000	 0.606433
