-9.005126 	 -2.001780
-8.997978 	 -1.960081
-8.996273 	 -1.889106
-8.993677 	 -1.818184
-8.990083 	 -1.747339
-8.988151 	 -1.657081
-8.981204 	 -1.587050
-8.970436 	 -1.517818
-8.922508 	 -1.503685
-8.905184 	 -1.436083
-8.883711 	 -1.369833
-8.878246 	 -1.283534
-8.858086 	 -1.234446
-8.830937 	 -1.169104
-8.800566 	 -1.098599
-8.773063 	 -1.033358
-8.745671 	 -0.968477
-8.700653 	 -0.935605
-8.674163 	 -0.869790
-8.648106 	 -0.803765
-8.617255 	 -0.748938
-8.592444 	 -0.682446
-8.568340 	 -0.617910
-8.546794 	 -0.566210
-8.524002 	 -0.498982
-8.507242 	 -0.448446
-8.472748 	 -0.358024
-8.449966 	 -0.290992
-8.427048 	 -0.223966
-8.378633 	 -0.149404
-8.356146 	 -0.082119
-8.334065 	 -0.015173
-8.304931 	 0.042138
-8.281874 	 0.108935
-8.243073 	 0.161960
-8.219507 	 0.228675
-8.195617 	 0.294976
-8.176468 	 0.346936
-8.149296 	 0.418957
-8.121866 	 0.483851
-8.095410 	 0.553198
-8.067597 	 0.621619
-8.036899 	 0.685044
-8.003633 	 0.731669
-7.971053 	 0.788931
-7.938387 	 0.851458
-7.903196 	 0.916206
-7.869172 	 0.978021
-7.834614 	 1.039564
-7.801231 	 1.100835
-7.774704 	 1.146656
-7.739014 	 1.207623
-7.704767 	 1.273504
-7.668679 	 1.334290
-7.632503 	 1.395039
-7.591381 	 1.456127
-7.555120 	 1.516817
-7.518771 	 1.577450
-7.479648 	 1.657865
-7.442928 	 1.718298
-7.412013 	 1.758567
-7.375607 	 1.819167
-7.339115 	 1.879716
-7.311299 	 1.925231
-7.273944 	 1.986022
-7.237421 	 2.046593
-7.201614 	 2.106483
-7.165443 	 2.166348
-7.128552 	 2.226618
-7.090532 	 2.286181
-7.053104 	 2.346152
-7.015855 	 2.406221
-6.979062 	 2.466812
-6.941776 	 2.526909
-6.903749 	 2.587282
-6.873143 	 2.633293
-6.836019 	 2.693568
-6.799138 	 2.754031
-6.752767 	 2.824425
-6.716457 	 2.885267
-6.680556 	 2.946377
-6.647784 	 3.001693
-6.612315 	 3.062898
-6.576883 	 3.124141
-6.541141 	 3.187366
-6.505964 	 3.248787
-6.470601 	 3.307644
-6.432636 	 3.353199
-6.405541 	 3.398690
-6.362196 	 3.464694
-6.325479 	 3.525049
-6.288697 	 3.585191
-6.247989 	 3.642556
-6.210079 	 3.701908
-6.171455 	 3.760812
-6.116988 	 3.815911
-6.077357 	 3.874112
-6.045504 	 3.926241
-6.005394 	 3.984178
-5.964788 	 4.041774
-5.922549 	 4.098692
-5.887992 	 4.140288
-5.846235 	 4.196940
-5.803784 	 4.253109
-5.767899 	 4.303940
-5.724835 	 4.359636
-5.687845 	 4.408800
-5.643489 	 4.463191
-5.597927 	 4.516583
-5.575577 	 4.572663
-5.528742 	 4.624927
-5.480760 	 4.675735
-5.433027 	 4.718594
-5.381408 	 4.765721
-5.341523 	 4.799782
-5.286885 	 4.843497
-5.230131 	 4.881361
-5.172242 	 4.920499
-5.112700 	 4.957233
-5.042053 	 4.981757
-4.979617 	 5.013564
-4.915995 	 5.043062
-4.840627 	 5.077664
-4.775040 	 5.102679
-4.705739 	 5.125187
-4.616204 	 5.141846
-4.547804 	 5.158600
-4.496099 	 5.170469
-4.347421 	 5.150584
-4.277612 	 5.162458
-4.209446 	 5.173060
-4.131321 	 5.149380
-4.060620 	 5.162461
-3.990353 	 5.177812
-3.929950 	 5.224349
-3.860937 	 5.244234
-3.798040 	 5.272877
-3.731093 	 5.300523
-3.665722 	 5.330959
-3.616625 	 5.351793
-3.556226 	 5.391229
-3.498670 	 5.434867
-3.451719 	 5.497582
-3.401786 	 5.549628
-3.355719 	 5.604992
-3.308399 	 5.660212
-3.273523 	 5.713466
-3.237382 	 5.760972
-3.208050 	 5.817710
-3.161485 	 5.861166
-3.098977 	 5.886068
-3.047754 	 5.920516
-3.008137 	 5.943449
-2.950635 	 5.969118
-2.893270 	 5.992555
-2.833855 	 6.012118
-2.768296 	 6.025272
-2.700659 	 6.035880
-2.633899 	 6.044336
-2.567230 	 6.048681
-2.504881 	 6.053252
-2.414161 	 6.023792
-2.414787 	 6.024545
-2.405824 	 6.028585
-2.325097 	 5.975040
-2.274298 	 5.928384
-2.224980 	 5.867323
-2.182112 	 5.813098
-2.122093 	 5.740622
-2.086462 	 5.680863
-2.062049 	 5.634661
-2.184167 	 5.637134
-2.156250 	 5.572894
-2.130415 	 5.507294
-2.091007 	 5.445237
-2.067567 	 5.378572
-2.045061 	 5.311598
-1.988637 	 5.235063
-1.968287 	 5.167243
-1.948792 	 5.099836
-1.942542 	 5.041820
-1.921959 	 4.973858
-1.906556 	 4.922903
-1.876316 	 4.850904
-1.855432 	 4.782939
-1.838336 	 4.717394
-1.817104 	 4.649596
-1.795785 	 4.581856
-1.775771 	 4.507223
-1.754258 	 4.439568
-1.732799 	 4.371922
-1.704756 	 4.298527
-1.683869 	 4.230772
-1.663418 	 4.163042
-1.651055 	 4.099013
-1.636413 	 4.047940
-1.617500 	 3.979690
-1.593778 	 3.908120
-1.576563 	 3.839383
-1.560000 	 3.770451
-1.552434 	 3.704835
-1.537307 	 3.635589
-1.523042 	 3.566171
-1.510684 	 3.499249
-1.497716 	 3.429363
-1.485135 	 3.359416
-1.476615 	 3.296048
-1.465257 	 3.225915
-1.456741 	 3.173089
-1.443321 	 3.100067
-1.430189 	 3.029779
-1.416219 	 2.959659
-1.399706 	 2.886134
-1.383062 	 2.816086
-1.363071 	 2.746591
