0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
2.494068	3.002177	3.003717
2.494068	3.002177	3.003717
2.494068	3.002177	3.003717
2.494068	3.002177	3.003717
2.494068	3.002177	3.003717
2.494068	3.002177	3.003717
2.494068	3.002177	3.003717
2.494068	3.002177	3.003717
2.494068	3.002177	3.003717
2.494068	3.002177	3.003717
2.511765	3.013406	3.006884
2.511765	3.013406	3.006884
2.511765	3.013406	3.006884
2.511765	3.013406	3.006884
2.511765	3.013406	3.006884
2.511765	3.013406	3.006884
2.511765	3.013406	3.006884
2.511765	3.013406	3.006884
2.511765	3.013406	3.006884
2.511765	3.013406	3.006884
2.503903	3.003907	3.007560
2.503903	3.003907	3.007560
2.503903	3.003907	3.007560
2.503903	3.003907	3.007560
2.503903	3.003907	3.007560
2.503903	3.003907	3.007560
2.503903	3.003907	3.007560
2.503903	3.003907	3.007560
2.503903	3.003907	3.007560
2.494249	2.995260	3.009056
2.494249	2.995260	3.009056
2.494249	2.995260	3.009056
2.494249	2.995260	3.009056
2.494249	2.995260	3.009056
2.494249	2.995260	3.009056
2.494249	2.995260	3.009056
2.494249	2.995260	3.009056
2.494249	2.995260	3.009056
2.494249	2.995260	3.009056
2.497911	3.006760	2.994931
2.497911	3.006760	2.994931
2.497911	3.006760	2.994931
2.497911	3.006760	2.994931
2.497911	3.006760	2.994931
2.497911	3.006760	2.994931
2.497911	3.006760	2.994931
2.497911	3.006760	2.994931
2.497911	3.006760	2.994931
2.497911	3.006760	2.994931
2.500733	3.004347	2.998923
2.500733	3.004347	2.998923
2.500733	3.004347	2.998923
2.500733	3.004347	2.998923
2.500733	3.004347	2.998923
2.500733	3.004347	2.998923
2.500733	3.004347	2.998923
2.500733	3.004347	2.998923
2.500733	3.004347	2.998923
2.500733	3.004347	2.998923
2.499376	2.997831	2.997582
2.499376	2.997831	2.997582
2.499376	2.997831	2.997582
2.499376	2.997831	2.997582
2.499376	2.997831	2.997582
2.499376	2.997831	2.997582
2.499376	2.997831	2.997582
2.499376	2.997831	2.997582
2.499376	2.997831	2.997582
2.499376	2.997831	2.997582
2.505312	3.002921	2.996214
2.505312	3.002921	2.996214
2.505312	3.002921	2.996214
2.505312	3.002921	2.996214
2.505312	3.002921	2.996214
2.505312	3.002921	2.996214
2.505312	3.002921	2.996214
2.505312	3.002921	2.996214
2.505312	3.002921	2.996214
2.505312	3.002921	2.996214
2.503093	2.994908	3.004200
2.503093	2.994908	3.004200
2.503093	2.994908	3.004200
2.503093	2.994908	3.004200
2.503093	2.994908	3.004200
2.503093	2.994908	3.004200
2.503093	2.994908	3.004200
2.503093	2.994908	3.004200
2.503093	2.994908	3.004200
2.503093	2.994908	3.004200
2.512614	3.002231	3.010444
2.512614	3.002231	3.010444
2.512614	3.002231	3.010444
2.512614	3.002231	3.010444
2.512614	3.002231	3.010444
