time	x	y	orientation_x	orientation_y	orientation_z	orientation_w	linear_vel	angular_vel	controller_flag
409.087	-3.62067	-4.50073	0.0364977	-0.0161969	0.916906	0.397101	0.477969	-1.50274	2
409.286	-3.67654	-4.43126	0.0358548	-0.0195645	0.881779	0.46989	0.459145	-0.390041	2
409.486	-3.72426	-4.40381	0.0361149	-0.0203219	0.875486	0.481463	0.456305	-0.574063	2
409.686	-3.76963	-4.32803	0.0360548	-0.0218122	0.85998	0.508586	0.45418	-0.41058	2
409.886	-3.81009	-4.24926	0.0359902	-0.0232587	0.844848	0.533287	0.454641	-0.508173	2
410.086	-3.82791	-4.14381	0.0356352	-0.0251335	0.822779	0.566687	0.456285	-0.615388	2
410.286	-3.85609	-4.05988	0.0353418	-0.0269485	0.801597	0.596211	0.452936	-0.407513	2
410.486	-3.87862	-3.97412	0.035368	-0.0282891	0.787557	0.614575	0.448232	-0.173482	2
410.686	-3.91862	-3.8436	0.0361767	-0.0286163	0.79053	0.610683	0.453445	-0.417114	2
410.887	-3.93814	-3.7569	0.0362776	-0.0299203	0.777957	0.626555	0.456443	-0.533592	2
411.087	-3.95375	-3.66929	0.036371	-0.0313169	0.76369	0.643796	0.449236	-0.233758	2
411.286	-3.97158	-3.63756	0.036759	-0.032357	0.755788	0.652983	0.45456	-0.43093	2
411.486	-3.98177	-3.54933	0.036951	-0.0337196	0.743604	0.666747	0.423197	-1.26699	2
411.686	-3.98436	-3.46853	0.0349625	-0.0368244	0.697581	0.714704	0.411633	-0.25954	2
411.887	-3.97884	-3.39732	0.0356939	-0.0374128	0.691189	0.720822	0.411875	0.0959763	2
412.086	-3.97684	-3.336	0.0361843	-0.0375932	0.693743	0.71833	0.410148	0.228395	2
412.286	-3.9751	-3.25445	0.036841	-0.0379478	0.697881	0.714258	0.407773	0.189846	2
412.486	-3.9686	-3.17761	0.0377636	-0.0380163	0.705545	0.706637	0.408543	-0.0592967	2
412.686	-3.96843	-3.09671	0.0381324	-0.0386691	0.703563	0.708554	0.409255	-0.00286376	2
412.886	-3.96368	-3.0153	0.0389115	-0.038889	0.70767	0.704398	0.409109	0.0239685	2
413.086	-3.95638	-2.93302	0.0397566	-0.0390422	0.714309	0.697609	0.407874	0.0844762	2
413.286	-3.9588	-2.85217	0.0403749	-0.0394048	0.716587	0.695212	0.407224	0.0537832	2
416.186	-3.96202	-1.69352	0.0407979	-0.0530143	0.609652	0.789841	0.434163	-0.697528	2
416.386	-3.95469	-1.67042	0.032589	-0.05593	0.527571	0.847041	0.061344	-1.49527	1
416.586	-3.92907	-1.63014	0.0273354	-0.058193	0.452175	0.889609	0.671835	-0.703716	1
