time	x	y	orientation_z	orientation_w	linear_vel	angular_vel
1.74543e+09	0.0650993	0.00852513	0.0158109	0.999875	0.823581	0.621437
1.74543e+09	0.0650993	0.00852513	0.0158109	0.999875	0.782483	0.61897
1.74543e+09	0.0650993	0.00852513	0.0158109	0.999875	0.782483	0.61897
1.74543e+09	0.0650993	0.00852513	0.0158109	0.999875	0.782483	0.61897
1.74543e+09	0.0650993	0.00852513	0.0158109	0.999875	0.779125	0.620865
1.74543e+09	0.0650993	0.00852513	0.0158109	0.999875	0.777297	0.62301
1.74543e+09	0.0650993	0.00852513	0.0158109	0.999875	0.782483	0.61897
1.74543e+09	0.0845549	0.00974223	0.0508556	0.998706	0.797529	0.613981
1.74543e+09	0.265529	0.0233978	0.0930481	0.995662	0.817643	0.405177
1.74543e+09	0.387567	0.0490752	0.121621	0.992577	0.837516	0.356809
1.74543e+09	0.546693	0.0930792	0.145142	0.989411	0.853362	0.311182
1.74543e+09	0.789644	0.176641	0.19428	0.980946	0.776912	0.403153
1.74543e+09	0.985876	0.27116	0.252343	0.967638	0.890978	0.226989
1.74543e+09	1.06946	0.319335	0.265015	0.964244	0.887156	0.159054
1.74543e+09	1.15401	0.369861	0.26573	0.964047	0.89723	0.0858988
1.74543e+09	1.35191	0.488182	0.264142	0.964484	0.83447	0.124881
1.74543e+09	1.45752	0.54862	0.253054	0.967452	0.167552	0.617869
1.74543e+09	1.5422	0.599236	0.314608	0.949222	0.103369	0.718164
1.74543e+09	1.61202	0.363825	0.238383	0.971171	0.189875	0.335737
1.74543e+09	1.64839	0.385639	0.297891	0.9546	0	1
1.74543e+09	1.68056	0.410815	0.3746	0.927186	0.19382	0.527821
1.74543e+09	1.72149	0.457526	0.410671	0.911783	0.19382	0.527821
1.74543e+09	1.83215	0.568605	0.38917	0.921166	0.21583	-0.12685
1.74543e+09	1.91308	0.648691	0.327635	0.944804	0.687585	-0.967554
1.74543e+09	2.07721	0.735488	0.169367	0.985553	0	1
1.74543e+09	2.21449	0.778645	0.135841	0.990731	0	0
1.74543e+09	2.31481	0.786956	0.166183	0.986095	0	0
1.74543e+09	2.3233	0.789944	0.182805	0.983149	0.726838	-1.14756
1.74543e+09	2.36138	0.798855	0.0650935	0.997879	0.683274	-0.861825
1.74543e+09	2.48562	0.801962	-0.0386368	0.999253	0.780871	-0.686744
1.74543e+09	2.69205	0.767675	-0.114336	0.993442	0	0
1.74543e+09	2.7898	0.746182	-0.0771985	0.997016	0	0
1.74543e+09	2.80036	0.74446	-0.0973079	0.995254	0	0
1.74543e+09	2.77807	0.748706	-0.0847545	0.996402	0	0
1.74543e+09	2.77497	0.749225	-0.0795892	0.996828	0	0
1.74543e+09	2.55412	1.18068	0.227534	0.97377	0	0
1.74543e+09	2.55412	1.18068	0.227534	0.97377	0	0
1.74543e+09	2.55595	1.18157	0.22157	0.975145	0.628276	-1.62249
1.74543e+09	2.65523	1.20638	0.0544867	0.998514	0.626739	-1.26737
1.74543e+09	2.81188	1.21005	-0.0481024	0.998842	0.621541	-1.07547
1.74543e+09	2.94617	1.18623	-0.136272	0.990671	0.659603	-0.867185
1.74543e+09	3.10263	1.12501	-0.243743	0.96984	0.171976	-0.613049
1.74543e+09	3.1456	1.10001	-0.29201	0.956415	0.211024	-0.362144
1.74543e+09	3.16961	1.08107	-0.344427	0.938813	0.857946	-0.260917
1.74543e+09	3.25859	1.00187	-0.365024	0.930998	0.847323	-0.196161
1.74543e+09	3.33236	0.807169	-0.381701	0.924286	0.930097	-0.018197
1.74543e+09	3.52137	0.602664	-0.412516	0.91095	0.827924	0.305231
1.74543e+09	3.64398	0.467917	-0.385461	0.922724	0.19382	-0.527821
1.74543e+09	3.77785	0.333025	-0.387033	0.922066	0.21583	0.12685
