time	x	y	orientation_x	orientation_y	orientation_z	orientation_w	linear_vel	angular_vel	controller_flag
298.564	-0.0116595	-5.98192	0.000416653	-0.00030235	0.724744	0.689018	0.283559	1.5	1
298.764	-0.0209741	-5.91766	0.000665894	-0.000268003	0.796603	0.604502	0.329051	1.5	1
298.964	-0.0506619	-5.84173	0.00115094	-0.000601359	0.858816	0.512283	0.458539	1.5	1
299.164	-0.189939	-5.73561	0.00312644	-0.00151971	0.909532	0.41562	0.688722	1.5	1
299.364	-0.315558	-5.6294	0.00664242	-0.0020852	0.951557	0.307394	0.8	1.5	1
299.564	-0.40238	-5.57631	0.00951435	-0.00201832	0.973659	0.2278	0.8	1.5	1
299.764	-0.49604	-5.49549	0.0134497	-0.00407097	0.959128	0.282625	0.8	-1.5	1
299.965	-0.666175	-5.40792	0.017321	-0.00386433	0.973439	0.228259	0.8	1.5	1
300.164	-0.814993	-5.34935	0.0213019	-0.00440547	0.981389	0.190796	0.8	-1.5	1
300.364	-0.929292	-5.28125	0.0248299	-0.00812221	0.952077	0.30474	0.8	-1.5	1
300.564	-1.0565	-5.19	0.0289423	-0.00680295	0.97161	0.234711	0.8	1.5	1
300.764	-1.20343	-5.13259	0.032991	-0.00763767	0.97506	0.219344	0.8	-1.5	1
300.964	-1.33964	-5.05341	0.0366902	-0.00926723	0.967388	0.250455	0.8	1.5	1
301.164	-1.48535	-4.98499	0.0409203	-0.00963391	0.973501	0.224786	0.8	-1.5	1
301.364	-1.61875	-4.90338	0.0443559	-0.0113587	0.966424	0.25284	0.8	1.5	1
301.564	-1.68552	-4.89259	0.0441633	-0.0127235	0.960678	0.273835	0.338217	-0.71501	2
301.764	-1.73956	-4.85664	0.0431012	-0.0157545	0.940002	0.338069	0.353362	-1.07788	2
301.964	-1.77623	-4.82385	0.0418708	-0.01888	0.912614	0.406234	0.379604	-0.732557	2
302.164	-1.82995	-4.72226	0.0407825	-0.0218728	0.883555	0.466036	0.460224	-1.02594	2
302.364	-1.87634	-4.65248	0.0396157	-0.0256295	0.843529	0.535007	0.47825	-1.05418	2
302.564	-1.90805	-4.5742	0.0387511	-0.0281448	0.811512	0.58237	0.289073	0.0140386	2
302.764	-1.93138	-4.49197	0.037931	-0.0307265	0.784491	0.618215	0	0.8	3
302.964	-1.93451	-4.47506	0.0375884	-0.0262896	0.810553	0.583867	0.416395	-0.535122	2
303.164	-2.00389	-4.46112	0.0373555	-0.0236055	0.841623	0.538255	0	0.8	3
303.364	-2.01049	-4.44627	0.0361822	-0.0203928	0.866177	0.498008	0.143284	0.517611	2
303.564	-2.01753	-4.43342	0.0348387	-0.0172562	0.891172	0.451997	0	0.8	3
303.764	-1.96083	-4.48922	0.0323519	-0.0140126	0.904998	0.423952	0	0.8	3
303.964	-1.97467	-4.4723	0.0309351	-0.0125038	0.926334	0.375222	0.109093	0.696013	2
304.164	-1.96908	-4.45465	0.0285578	-0.0091873	0.950726	0.308579	0	0.8	3
304.364	-1.96991	-4.45222	0.0257037	-0.00658085	0.968259	0.248539	0	0.8	3
304.565	-1.98912	-4.43668	0.0238422	-0.00507133	0.977831	0.207974	0.195646	0.574809	2
304.764	-2.02883	-4.42052	0.0225215	-0.00385179	0.98528	0.169412	0.229013	0.530815	2
304.964	-2.06931	-4.39373	0.0213983	-0.00293546	0.990229	0.137766	0.2418	0.526911	2
305.164	-2.11667	-4.38218	0.0203373	-0.002104	0.994213	0.10546	0.236489	0.469154	2
305.364	-2.16122	-4.37431	0.0191327	-0.00144354	0.996753	0.0781985	0.209788	0.384588	2
305.564	-2.20878	-4.36786	0.0177277	-0.000796784	0.99866	0.0486205	0.196958	0.417151	2
305.764	-2.24879	-4.36539	0.0163393	-0.000355808	0.999555	0.0249375	0.199269	0.354641	2
305.964	-2.28904	-4.3646	0.0150157	-8.93083e-05	0.999864	0.006764	0.199644	0.23262	2
306.164	-2.32984	-4.36405	0.013689	2.69184e-05	0.9999	-0.0035491	0.198656	0.181681	2
306.364	-2.36948	-4.36476	0.0123861	8.64248e-05	0.999858	-0.0113975	0.198947	0.116345	2
306.564	-2.41152	-4.36648	0.0111853	0.000268387	0.999601	-0.02594	0.214381	0.216694	2
306.764	-2.45502	-4.39262	0.0100434	0.000419596	0.998837	-0.0471575	0.214504	0.179405	2
306.964	-2.49798	-4.39706	0.00892481	0.000402861	0.99834	-0.0569039	0.218943	0.0964784	2
307.164	-2.53028	-4.40074	0.00814176	0.000366582	0.998061	-0.0617091	0.220308	0.0173953	2
307.364	-2.57153	-4.40758	0.00705069	0.000313828	0.99806	-0.0618637	0.22072	0.013097	2
307.564	-2.61489	-4.41259	0.005951	0.000279881	0.99791	-0.0643491	0.221225	-0.00268073	2
307.764	-2.65844	-4.41761	0.00489835	0.000194953	0.997994	-0.0631219	0.223089	-0.0669988	2
307.964	-2.705	-4.39948	0.00390303	1.44208e-05	0.998702	-0.0507844	0.229397	-0.467129	2
308.164	-2.74878	-4.4021	0.0029469	-0.000123058	0.999756	-0.0219111	0.224545	-0.43343	2
308.364	-2.7917	-4.40236	0.00198102	-0.00016872	0.999986	0.00485249	0.220844	-0.399469	2
308.564	-2.83313	-4.39878	0.000992512	-0.000155698	0.999596	0.0283964	0.217406	-0.354335	2
308.764	-2.87459	-4.39542	0.000373737	2.12813e-05	0.998727	0.0504403	0.215336	-0.309991	2
308.964	-2.91538	-4.39097	0.000327843	-7.61085e-05	0.997444	0.0714512	0.214727	-0.289023	2
309.164	-2.95449	-4.3792	0.0003666	2.17743e-05	0.99572	0.0924251	0.214061	-0.228767	2
309.364	-2.99461	-4.37208	0.000326975	2.47157e-05	0.993755	0.111582	0.2142	-0.202765	2
309.564	-3.03455	-4.36372	0.000324944	-1.4613e-05	0.991684	0.128693	0.214573	-0.176129	2
309.764	-3.06636	-4.35302	0.000318054	-1.24963e-05	0.990244	0.139347	0.215315	-0.143925	2
309.964	-3.10581	-4.34265	0.000292437	-3.20922e-06	0.987748	0.156054	0.21408	-0.220389	2
310.164	-3.14452	-4.3307	0.000267864	-5.97666e-05	0.983661	0.180029	0.21692	-0.345857	2
310.364	-3.18136	-4.36277	0.000325564	3.76316e-06	0.978475	0.206366	0.215938	-0.325665	2
310.564	-3.21862	-4.34661	0.000306205	-5.60338e-05	0.971855	0.235579	0.218457	-0.370378	2
310.764	-3.25478	-4.32815	0.000271334	-7.17799e-05	0.965216	0.261454	0.215412	-0.140479	2
310.964	-3.28919	-4.2984	0.000312443	-3.14071e-05	0.959909	0.280311	0.214278	-0.195551	2
311.164	-3.32326	-4.27708	0.000281009	-1.76475e-05	0.954257	0.298987	0.214358	-0.270227	2
311.364	-3.35622	-4.2543	0.000276322	-9.62875e-05	0.947342	0.320222	0.214134	-0.210554	2
311.564	-3.38895	-4.22386	0.000291344	-0.000111	0.939059	0.343755	0.215346	-0.310303	2
311.765	-3.41947	-4.19784	0.000276019	-6.68869e-05	0.929547	0.368702	0.215973	-0.326474	2
311.964	-3.45051	-4.16721	0.000295485	-0.00012418	0.908945	0.416916	0.235472	-0.632362	2
312.164	-3.46108	-4.15726	0.00029342	-0.00016471	0.901983	0.431771	0.231367	-0.266434	2
312.364	-3.48785	-4.12289	0.000268696	-0.000123229	0.894042	0.447983	0.23028	-0.209364	2
312.564	-3.51321	-4.08779	0.000283625	-8.86101e-05	0.885882	0.463911	0.229073	-0.303758	2
312.764	-3.54646	-4.0231	0.00029924	-0.000107565	0.875272	0.483632	0.229194	-0.261803	2
312.964	-3.56865	-3.98604	0.000267868	-9.76846e-05	0.867508	0.497422	0.228404	-0.268467	2
313.165	-3.58954	-3.94834	0.000322803	-0.000132582	0.858872	0.51219	0.227991	-0.291637	2
313.364	-3.616	-3.90902	0.000271926	-0.000117343	0.847593	0.530647	0.227597	-0.260268	2
313.564	-3.63378	-3.86975	0.000322657	-0.000135744	0.840492	0.541823	0.226883	-0.215346	2
313.764	-3.65045	-3.83	0.000285876	-0.000135326	0.832824	0.553538	0.227093	-0.23424	2
313.964	-3.67225	-3.79841	0.000316956	-0.000158628	0.824879	0.565309	0.226764	-0.21991	2
314.164	-3.68658	-3.75764	0.000261499	-0.000199044	0.816846	0.576856	0.227226	-0.243508	2
314.364	-3.69979	-3.71651	0.000230122	-0.000185828	0.809959	0.586486	0.22793	-0.286067	2
314.564	-3.70039	-3.67527	0.000289781	-0.000177907	0.804771	0.593585	0.225123	-0.141868	2
314.764	-3.70903	-3.64396	0.000303985	-0.000171696	0.79993	0.600093	0.227164	-0.243172	2
314.964	-3.71966	-3.60191	0.000262516	-0.000220009	0.791967	0.610563	0.225922	-0.177769	2
315.164	-3.72212	-3.58214	0.0002794	-0.000232532	0.78848	0.61506	0.225292	-0.149465	2
315.364	-3.73121	-3.53972	0.000256925	-0.000182482	0.783736	0.621094	0.224932	-0.131943	2
315.564	-3.73969	-3.49711	0.000310232	-0.000195973	0.778319	0.627869	0.226921	-0.202208	2
315.765	-3.75265	-3.43058	0.000233568	-0.000210162	0.768977	0.639276	0.226102	-0.181636	2
315.964	-3.75903	-3.38751	0.000261872	-0.000240533	0.763257	0.646095	0.225487	-0.1576	2
316.164	-3.76477	-3.34442	0.000258478	-0.000189662	0.759215	0.65084	0.225083	-0.135683	2
316.364	-3.76964	-3.29852	0.000278468	-0.000175155	0.755917	0.654667	0.227233	-0.229946	2
316.564	-3.7745	-3.25521	0.000196129	-0.000190714	0.750539	0.660826	0.225179	-0.143548	2
316.764	-3.77571	-3.21921	0.000275099	-0.000190713	0.749457	0.662053	0.223835	-0.0926221	2
316.964	-3.77671	-3.18363	0.000285459	-0.000192875	0.745347	0.666677	0.22549	-0.143951	2
317.165	-3.78029	-3.1419	0.000285997	-0.000195602	0.732204	0.681085	0.211636	-0.60444	2
317.364	-3.78148	-3.11198	0.000265918	-0.000228785	0.717641	0.696413	0.209354	-0.323757	2
317.564	-3.78248	-3.05869	0.000266685	-0.000251774	0.704452	0.709751	0.205869	-0.15341	2
317.764	-3.78207	-3.01911	0.000280294	-0.000196262	0.699098	0.715026	0.205565	-0.0875419	2
317.964	-3.78128	-2.97956	0.000304544	-0.000235527	0.696666	0.717396	0.206141	-0.0681492	2
318.164	-3.78295	-2.93302	0.000287067	-0.000231239	0.692602	0.72132	0.203848	0.00928922	2
318.364	-3.78164	-2.89332	0.000237316	-0.000183371	0.69316	0.720784	0.204446	0.0121645	2
318.564	-3.78033	-2.85356	0.000272303	-0.00020789	0.693233	0.720714	0.205928	0.0356197	2
318.764	-3.77827	-2.82486	0.000238595	-0.000214635	0.695063	0.718949	0.204367	0.00971611	2
318.964	-3.77728	-2.78512	0.000250879	-0.000191349	0.69745	0.716633	0.203504	0.0812271	2
319.164	-3.77674	-2.74724	0.000244357	-0.000208508	0.697496	0.716588	0.203833	-0.00331477	2
319.364	-3.77617	-2.70975	0.000273762	-0.00019465	0.696336	0.717716	0.203827	0.0117155	2
319.564	-3.77541	-2.67027	0.000265378	-0.000227969	0.698327	0.715779	0.202493	0.0537727	2
319.764	-3.77486	-2.62799	0.000226142	-0.000201647	0.699505	0.714627	0.201923	0.0663747	2
319.964	-3.77447	-2.59689	0.000269479	-0.000196503	0.699498	0.714634	0.205406	-0.0506791	2
320.165	-3.77382	-2.55718	0.000224079	-0.000168335	0.698252	0.715852	0.204514	0.00602917	2
320.364	-3.77313	-2.51746	0.000259806	-0.000191828	0.698124	0.715976	0.203715	-0.0133473	2
320.564	-3.76089	-2.50062	0.000260516	-0.000188123	0.705641	0.70857	0.203051	0.0368409	2
320.764	-3.76098	-2.46101	0.000263436	-0.000181231	0.706745	0.707468	0.203911	0.0154939	2
